ID,Description,p.adjust,parent,parentTerm,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,qvalue,geneID,Count,cluster,score,size,term,termUniqueness,termUniquenessWithinCluster,termDispensability
GO:0051607,defense response to virus,3.7807343775951998e-19,GO:0051607,defense response to virus,56/605,407/21273,0.137592137592138,4.83801246776453,13.3757027046381,8.33495233155908e-23,3.46207598950865e-19,USP18/IFI44L/OAS2/IFI27/DDX60/OAS3/IFIH1/RSAD2/IFI6/IFIT5/OAS1/MX1/HERC5/IFIT1/EIF2AK2/ISG15/RTP4/OASL/IFIT3/TRIM5/TRIM22/ZBP1/DHX58/RIGI/IFIT2/IFI16/CXCL10/MOV10/TRIM6/IFITM1/PLSCR1/MX2/SHFL/DTX3L/CD40/CXCL9/PML/GBP7/IRF7/TRIM38/STAT2/TLR7/NT5C3A/PARP9/BST2/IFNLR1/SAMHD1/IFNGR1/SERINC3/DDX21/GBP1/ADAR/ISG20/STAT1/TRIM21/BCL2,56,1,18.42242383371838,321,defense response to virus,0.791796875,0.35840000000000005,0
GO:1903900,regulation of viral life cycle,1.41154144499603e-13,GO:1903900,regulation of viral life cycle,29/605,143/21273,0.202797202797203,7.13075189273536,12.5853307671668,6.223727711622711e-17,1.29256997631912e-13,OAS2/LAMP3/OAS3/IFIH1/RSAD2/IFIT5/OAS1/MX1/IFIT1/EIF2AK2/ISG15/OASL/AXL/TRIM5/IFI16/TRIM6/IFITM1/PLSCR1/SHFL/CD28/GBP7/TRIM38/BST2/KPNA2/ADAR/ISG20/ARK2N/TRIM21/BCL2,29,2,12.85030636578569,115,regulation of viral life cycle,0.901375,0.1801111111111111,0
GO:0050792,regulation of viral process,2.18424460236259e-13,GO:1903900,regulation of viral life cycle,32/605,183/21273,0.174863387978142,6.1485435577835,11.9675229601275,1.44460621849377e-16,2.00014601339524e-13,OAS2/LAMP3/OAS3/IFIH1/RSAD2/IFIT5/OAS1/MX1/IFIT1/EIF2AK2/ISG15/OASL/AXL/TRIM5/TRIM14/SP100/IFI16/TRIM6/IFITM1/PLSCR1/SHFL/CD28/GBP7/TRIM38/BST2/KPNA2/ADAR/ISG20/STAT1/ARK2N/TRIM21/BCL2,32,2,12.660698728829908,142,regulation of viral process,0.90109375,0.18722222222222218,0.98
GO:0045069,regulation of viral genome replication,5.49351096824353e-13,GO:1903900,regulation of viral life cycle,23/605,90/21273,0.255555555555556,8.98584022038567,12.9891508732691,4.84436593319535e-16,5.030491571681279e-13,OAS2/OAS3/IFIH1/RSAD2/IFIT5/OAS1/MX1/IFIT1/EIF2AK2/ISG15/OASL/IFI16/TRIM6/IFITM1/PLSCR1/SHFL/CD28/GBP7/TRIM38/BST2/ADAR/ISG20/BCL2,23,2,12.26015000404291,80,regulation of viral genome replication,0.90196875,0.17488888888888887,0.976
GO:0019079,viral genome replication,1.49559115978374e-11,GO:1903900,regulation of viral life cycle,26/605,138/21273,0.188405797101449,6.62472152353575,11.3415409667648,1.64857932074927e-14,1.36953557887929e-11,OAS2/IFI27/OAS3/IFIH1/RSAD2/IFIT5/OAS1/MX1/IFIT1/EIF2AK2/ISG15/OASL/CCL2/IFI16/TRIM6/IFITM1/PLSCR1/SHFL/CCL8/CD28/GBP7/TRIM38/BST2/ADAR/ISG20/BCL2,26,2,10.825187110560133,124,viral genome replication,0.94640625,0.23777777777777775,0.839
GO:0045071,negative regulation of viral genome replication,2.6565576913307298e-11,GO:1903900,regulation of viral life cycle,18/605,60/21273,0.3,10.5485950413223,12.6720441525464,3.51396520017293e-14,2.4326502947162e-11,OAS2/OAS3/IFIH1/RSAD2/IFIT5/OAS1/MX1/IFIT1/EIF2AK2/ISG15/OASL/IFI16/TRIM6/IFITM1/PLSCR1/SHFL/BST2/ISG20,18,2,10.575680748263737,50,negative regulation of viral genome replication,0.882875,0.1874444444444444,0.947
GO:0048525,negative regulation of viral process,5.1355011185021194e-11,GO:1903900,regulation of viral life cycle,23/605,112/21273,0.205357142857143,7.22076446280992,11.2932072617627,7.92515604707117e-14,4.7026565055252394e-11,OAS2/OAS3/IFIH1/RSAD2/IFIT5/OAS1/MX1/IFIT1/EIF2AK2/ISG15/OASL/TRIM14/SP100/IFI16/TRIM6/IFITM1/PLSCR1/SHFL/BST2/ISG20/STAT1/ARK2N/TRIM21,23,2,10.289417171856057,76,negative regulation of viral process,0.882671875,0.2088888888888889,0.938
GO:0034340,response to type I interferon,1.46532236879286e-10,GO:0034340,response to type I interferon,21/605,96/21273,0.21875,7.69168388429752,11.2427211193273,2.58434280210381e-13,1.34181798646074e-10,USP18/OAS2/IFI27/OAS3/IFIH1/OAS1/MX1/IFIT1/ISG15/OASL/ZBP1/SP100/CR2/TRIM6/IFITM1/SHFL/IRF7/STAT2/SAMHD1/ADAR/STAT1,21,3,9.834066820643304,92,response to type I interferon,0.702046875,0.34605555555555556,0
GO:0140888,interferon-mediated signaling pathway,2.70876759186236e-10,NA,NA,23/605,122/21273,0.188524590163934,6.62889852323533,10.667692907959,5.37453887274278e-13,2.4804596949524004e-10,USP18/OAS2/IFI27/OAS3/IFIH1/OAS1/ISG15/OASL/ZBP1/SP100/PARP14/CR2/TRIM6/IFITM1/IRF7/STAT2/PARP9/IFNLR1/SAMHD1/IFNGR1/ADAR/STAT1/JAK2,23,NA,NA,NA,NA,NA,NA,NA
GO:0019058,viral life cycle,1.19042427153776e-9,GO:1903900,regulation of viral life cycle,38/605,356/21273,0.106741573033708,3.75324542668772,8.96298872992282,2.7535257556497198e-12,1.09008961651536e-9,SIGLEC1/OAS2/IFI27/LAMP3/OAS3/IFIH1/RSAD2/IFIT5/OAS1/MX1/IFIT1/EIF2AK2/ISG15/OASL/AXL/TRIM5/CCL2/IFI16/CR2/TRIM6/IFITM1/PLSCR1/SHFL/CCL8/CD28/GBP7/SCARB2/TRIM38/BST2/CHMP5/KPNA2/ADAR/ISG20/ARK2N/TRIM21/CTSL/BCL2/UVRAG,38,2,8.92429822688602,295,viral life cycle,0.9450625,0.21866666666666668,0.909
GO:0016032,viral process,1.19042427153776e-9,GO:1903900,regulation of viral life cycle,45/605,482/21273,0.0933609958506224,3.28275779294263,8.67317854918381,2.8868313463217198e-12,1.09008961651536e-9,SIGLEC1/OAS2/IFI27/LAMP3/OAS3/IFIH1/RSAD2/IFIT5/OAS1/MX1/IFIT1/EIF2AK2/ISG15/OASL/AXL/TRIM5/CCL2/TRIM14/SP100/IFI16/CR2/TRIM6/IFITM1/PLSCR1/SHFL/CCL8/CD28/GBP7/IRF7/SCARB2/TRIM38/PARP9/BST2/CSNK1A1/CHMP5/KPNA2/ADAR/ISG20/STAT1/PEG10/ARK2N/TRIM21/CTSL/BCL2/UVRAG,45,2,8.92429822688602,421,viral process,0.945515625,0.22511111111111115,0.876
GO:0071357,cellular response to type I interferon,2.63698784577693e-9,GO:0034340,response to type I interferon,19/605,90/21273,0.211111111111111,7.4230853994490396,10.4472945892857,6.9761583221612e-12,2.41472988940773e-9,USP18/OAS2/IFI27/OAS3/IFIH1/OAS1/IFIT1/ISG15/OASL/ZBP1/SP100/CR2/TRIM6/IFITM1/IRF7/STAT2/SAMHD1/ADAR/STAT1,19,3,8.578891871922218,86,cellular response to type I interferon,0.7023828125,0.3409444444444445,0.994
GO:0042113,B cell activation,3.4720365315792904e-9,GO:0042113,B cell activation,34/605,303/21273,0.112211221122112,3.94556910236478,8.83535365295712,9.950721982039398e-12,3.1793966753949405e-9,EPHB2/CR2/FCRL1/BLNK/CD22/PAX5/MS4A1/CCR6/CD40/FCRL3/CD19/FLT3/CD28/CD79B/BANK1/IRS2/FCRL5/CXCR5/BST2/TNFRSF13C/IL4I1/CASP8/POU2AF1/CD40LG/SWAP70/CD79A/ADA/MEF2C/IL7R/AHR/SLAMF8/PAWR/PIK3R1/BCL2,34,4,8.459415713973703,287,B cell activation,0.812296875,0.4825294117647059,0
GO:0060337,type I interferon-mediated signaling pathway,1.73241048884029e-8,GO:0034340,response to type I interferon,18/605,89/21273,0.202247191011236,7.1114123874083,9.88473959385218,5.3469459532107596e-11,1.58639464145637e-8,USP18/OAS2/IFI27/OAS3/IFIH1/OAS1/ISG15/OASL/ZBP1/SP100/CR2/TRIM6/IFITM1/IRF7/STAT2/SAMHD1/ADAR/STAT1,18,3,7.761349195508076,85,type I interferon-mediated signaling pathway,0.6726640625,0.3279444444444445,0.993
GO:0140374,antiviral innate immune response,4.84569807151062e-7,GO:0051607,defense response to virus,16/605,84/21273,0.19047619047619,6.69752066115703,8.95164692784416,1.6024133834360502e-9,4.43727944634292e-7,USP18/OAS2/OAS3/IFIH1/OAS1/MX1/IFIT1/EIF2AK2/OASL/IFIT3/ZBP1/DHX58/RIGI/IFIT2/CXCL10/TRIM6,16,1,6.314643649621112,60,antiviral innate immune response,0.7560546875,0.42690000000000006,0.86
GO:0042100,B cell proliferation,6.36894383891203e-7,GO:0042100,B cell proliferation,17/605,98/21273,0.173469387755102,6.09952774498229,8.65693009097725,2.2465410366532703e-9,5.83213877015382e-7,EPHB2/CR2/CD22/MS4A1/CD40/FCRL3/CD19/IRS2/TNFRSF13C/CD40LG/CD79A/ADA/MEF2C/IL7R/AHR/PAWR/BCL2,17,5,6.195932580688548,93,B cell proliferation,0.8046796875,0.22499999999999998,0
GO:0002429,immune response-activating cell surface receptor signaling pathway,8.94195149379171e-6,GO:0042113,B cell activation,35/605,433/21273,0.0808314087759815,2.84219265932472,6.62617285997899,3.35126048047749e-8,8.18828102536482e-6,OAS1/STAP1/CR2/IFI35/BLNK/PLSCR1/CD22/MS4A1/FCRL3/CD72/CD19/NMI/CD28/CD79B/BANK1/PIK3AP1/WDFY1/PRKCE/BLK/CD79A/CD2AP/ADA/CD8A/MEF2C/GBP1/FCER2/MAPK1/PLCG1/DAB2IP/CD160/PAWR/BTN3A3/PIK3R1/BCL2/BTN2A2,35,4,5.048567690320787,340,immune response-activating cell surface receptor signaling pathway,0.6828203125000001,0.3022941176470588,0.471
GO:0035456,response to interferon-beta,1.02608976821739e-5,GO:0034340,response to type I interferon,10/605,36/21273,0.277777777777778,9.767217630854,9.00739228271523,4.19341693778431e-8,9.39606011646205e-6,XAF1/OAS1/PNPT1/IFI16/TRIM6/IFITM1/PLSCR1/SHFL/BST2/STAT1,10,3,4.988814642990225,35,response to interferon-beta,0.8596874999999999,0.44127777777777777,0.581
GO:0060759,regulation of response to cytokine stimulus,1.02608976821739e-5,GO:0034340,response to type I interferon,24/605,229/21273,0.104803493449782,3.68509870439207,6.98950584946955,4.29799506087532e-8,9.39606011646205e-6,USP18/OAS3/IFIH1/OAS1/ISG15/AXL/ZBP1/RIGI/STAP1/PARP14/TRIM6/CD40/IRF7/STAT2/IL1R2/PARP9/USP25/CASP8/SAMHD1/VRK2/ADAR/C1QTNF4/CISH/BIRC7,24,3,4.988814642990225,201,regulation of response to cytokine stimulus,0.7712656250000001,0.30594444444444446,0.659
GO:0050853,B cell receptor signaling pathway,2.24577262799563e-5,GO:0042113,B cell activation,14/605,84/21273,0.166666666666667,5.8603305785124,7.63629758959262,9.90199571426646e-8,2.05648816255239e-5,STAP1/BLNK/CD22/MS4A1/FCRL3/CD72/CD19/CD79B/BANK1/BLK/CD79A/MEF2C/MAPK1/BCL2,14,4,4.648634215752847,78,B cell receptor signaling pathway,0.714265625,0.3518823529411764,0.414
GO:0001959,regulation of cytokine-mediated signaling pathway,5.58507153080528e-5,GO:0034340,response to type I interferon,22/605,216/21273,0.101851851851852,3.58131313131313,6.52381956324982,2.5856812642617e-7,5.11433497181789e-5,USP18/OAS3/OAS1/ISG15/AXL/ZBP1/STAP1/PARP14/TRIM6/CD40/IRF7/STAT2/IL1R2/PARP9/USP25/CASP8/SAMHD1/VRK2/ADAR/C1QTNF4/CISH/BIRC7,22,3,4.252971260286047,189,regulation of cytokine-mediated signaling pathway,0.7504296875,0.2905,0.656
GO:0002221,pattern recognition receptor signaling pathway,9.43923308766814e-5,GO:0042113,B cell activation,29/605,357/21273,0.0812324929971989,2.85629557608167,6.05166033571684,4.57811128590606e-7,8.64364934650016e-5,DDX60/OAS3/IFIH1/RSAD2/OAS1/EIF2AK2/OASL/DHX58/RIGI/IFI16/IFI35/BIRC3/FCRL3/NMI/IRF7/TLR7/PIK3AP1/WDFY1/PRKCE/MAP2K6/TLR10/CSNK1A1/PARP1/CLEC4E/UFD1/IRF4/DAB2IP/WASHC4/PIK3R1,29,4,4.025063289528607,288,pattern recognition receptor signaling pathway,0.6308437499999999,0.3103529411764706,0.473
GO:0060338,regulation of type I interferon-mediated signaling pathway,1.564946012607e-4,GO:0034340,response to type I interferon,10/605,48/21273,0.208333333333333,7.3254132231405,7.50616824231548,7.93513189813971e-7,1.4330448727715e-4,USP18/OAS3/OAS1/ISG15/ZBP1/TRIM6/IRF7/STAT2/SAMHD1/ADAR,10,3,3.8055006401183595,45,regulation of type I interferon-mediated signaling pathway,0.6543749999999999,0.29355555555555557,0.931
GO:0002218,activation of innate immune response,1.5672913136024e-4,GO:0042113,B cell activation,31/605,409/21273,0.0757946210268949,2.66508921174402,5.81745452397319,8.29254663281734e-7,1.4351925005744e-4,DDX60/OAS3/IFIH1/RSAD2/OAS1/EIF2AK2/OASL/TRIM5/ZBP1/DHX58/RIGI/IFI16/IFI35/BIRC3/FCRL3/NMI/IRF7/TLR7/PIK3AP1/WDFY1/PRKCE/MAP2K6/TLR10/CSNK1A1/PARP1/CLEC4E/UFD1/IRF4/DAB2IP/WASHC4/PIK3R1,31,4,3.8048502733900595,325,activation of innate immune response,0.637921875,0.31729411764705884,0.478
GO:0050851,antigen receptor-mediated signaling pathway,1.6638309195492e-4,GO:0042113,B cell activation,24/605,270/21273,0.0888888888888889,3.12550964187328,6.01363297061403,9.1701439569515e-7,1.5235952864897e-4,STAP1/BLNK/CD22/MS4A1/FCRL3/CD72/CD19/CD28/CD79B/BANK1/BLK/CD79A/CD2AP/ADA/CD8A/MEF2C/GBP1/MAPK1/PLCG1/CD160/PAWR/BTN3A3/BCL2/BTN2A2,24,4,3.7788908093179576,213,antigen receptor-mediated signaling pathway,0.6926640625,0.3104117647058824,0.451
GO:0032479,regulation of type I interferon production,1.7891468801125e-4,GO:0032606,type I interferon production,18/605,164/21273,0.109756097560976,3.85924208828865,6.28885592278672,1.06496838101936e-6,1.6383490181295e-4,SIGLEC1/OAS2/OAS3/IFIH1/XAF1/OAS1/ISG15/DHX58/RIGI/NMI/GBP7/IRF7/TRIM38/TLR7/KPNA2/UFD1/STAT1/TRIM21,18,6,3.747354004539447,129,regulation of type I interferon production,0.861203125,0.19089999999999996,0.999
GO:0032606,type I interferon production,1.7891468801125e-4,GO:0032606,type I interferon production,18/605,164/21273,0.109756097560976,3.85924208828865,6.28885592278672,1.06496838101936e-6,1.6383490181295e-4,SIGLEC1/OAS2/OAS3/IFIH1/XAF1/OAS1/ISG15/DHX58/RIGI/NMI/GBP7/IRF7/TRIM38/TLR7/KPNA2/UFD1/STAT1/TRIM21,18,6,3.747354004539447,129,type I interferon production,0.90859375,0.19110000000000005,0
GO:0030522,intracellular receptor signaling pathway,2.8224230904868e-4,GO:0030522,intracellular receptor signaling pathway,33/605,467/21273,0.0706638115631692,2.48467977418727,5.55046742823405,1.74223647560917e-6,2.5845357641931e-4,DDX60/OAS3/IFIH1/RSAD2/OAS1/EIF2AK2/KDM5D/OASL/DHX58/RIGI/SP100/IFI16/BIRC3/FCRL3/TWIST1/PML/IRF7/TLR7/NR5A1/PIK3AP1/WDFY1/MAP2K6/CSNK1A1/PARP1/PMEPA1/UFD1/BRCA1/MAPK1/CALCOCO1/AHR/ALOX15B/JAK2/WASHC4,33,7,3.5493778835331167,393,intracellular receptor signaling pathway,0.83203125,0.3716666666666666,0
GO:0035455,response to interferon-alpha,2.8278729549996e-4,GO:0034340,response to type I interferon,8/605,31/21273,0.258064516129032,9.07406025059984,7.69675661489122,1.80794346770259e-6,2.5895262880415e-4,LAMP3/OAS1/EIF2AK2/AXL/IFITM1/MX2/BST2/ADAR,8,3,3.5485401055476995,20,response to interferon-alpha,0.868078125,0.48472222222222217,0.559
GO:0002758,innate immune response-activating signaling pathway,3.2046502582368e-4,GO:0042113,B cell activation,29/605,385/21273,0.0753246753246753,2.64856498873028,5.58496724913911,2.11947768401905e-6,2.9345469968909e-4,DDX60/OAS3/IFIH1/RSAD2/OAS1/EIF2AK2/OASL/DHX58/RIGI/IFI16/IFI35/BIRC3/FCRL3/NMI/IRF7/TLR7/PIK3AP1/WDFY1/PRKCE/MAP2K6/TLR10/CSNK1A1/PARP1/CLEC4E/UFD1/IRF4/DAB2IP/WASHC4/PIK3R1,29,4,3.4942193605931853,305,innate immune response-activating signaling pathway,0.6296015625,0.3085882352941176,0.475
GO:0050864,regulation of B cell activation,3.2760391905708e-4,GO:0042113,B cell activation,16/605,139/21273,0.115107913669065,4.04742255782151,6.16711219831085,2.23891567256825e-6,2.9999189283376e-4,EPHB2/CD22/CD40/FCRL3/CD19/CD28/BANK1/IRS2/TNFRSF13C/IL4I1/ADA/MEF2C/AHR/SLAMF8/PAWR/BCL2,16,4,3.484650911506602,134,regulation of B cell activation,0.7630234375,0.42252941176470593,0.928
GO:0060339,negative regulation of type I interferon-mediated signaling pathway,4.6787845741942e-4,GO:0034340,response to type I interferon,7/605,24/21273,0.291666666666667,10.2555785123967,7.76198081200406,3.30072985833806e-6,4.2844342174348e-4,USP18/OAS3/OAS1/ISG15/STAT2/SAMHD1/ADAR,7,3,3.3298669506172964,24,negative regulation of type I interferon-mediated signaling pathway,0.6483515625,0.3131666666666667,0.89
GO:0070098,chemokine-mediated signaling pathway,5.6492983358003e-4,GO:0034340,response to type I interferon,13/605,98/21273,0.13265306122449,4.66434474616293,6.22057137114025,4.10993926546324e-6,5.1731484342959e-4,CCL2/CXCL10/CCR6/CXCL9/CCL8/CXCL11/CCL7/CXCR5/CCL13/CCR1/CCRL2/CXCL12/JAK2,13,3,3.248005489846674,83,chemokine-mediated signaling pathway,0.790171875,0.36577777777777776,0.618
GO:0034341,response to type II interferon,7.1000895173996e-4,GO:0034340,response to type I interferon,17/605,166/21273,0.102409638554217,3.60092601812208,5.7557432268811,5.45831950366654e-6,6.5016599915666e-4,CCL2/SP100/PARP14/NUB1/IFITM1/SHFL/CD40/GBP7/PARP9/BST2/VAMP3/GBP4/IFNGR1/GBP1/STAT1/JAK2/TRIM21,17,3,3.1487361756939385,121,response to type II interferon,0.709453125,0.4037222222222222,0.633
GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,7.1000895173996e-4,GO:0030522,intracellular receptor signaling pathway,21/605,240/21273,0.0875,3.07667355371901,5.53548738301971,5.58595444793565e-6,6.5016599915666e-4,DDX60/OAS3/IFIH1/RSAD2/OAS1/EIF2AK2/OASL/DHX58/RIGI/IFI16/BIRC3/FCRL3/IRF7/TLR7/PIK3AP1/WDFY1/MAP2K6/CSNK1A1/PARP1/UFD1/WASHC4,21,7,3.1487361756939385,186,cytoplasmic pattern recognition receptor signaling pathway,0.6386093749999999,0.3391666666666666,0.935
GO:0030888,regulation of B cell proliferation,7.1000895173996e-4,GO:0042100,B cell proliferation,11/605,72/21273,0.152777777777778,5.3719696969697,6.35766794459738,5.63499168047592e-6,6.5016599915666e-4,EPHB2/CD22/CD40/FCRL3/IRS2/TNFRSF13C/ADA/MEF2C/AHR/PAWR/BCL2,11,5,3.1487361756939385,68,regulation of B cell proliferation,0.753765625,0.22957142857142854,0.97
GO:0030183,B cell differentiation,8.1194914719982e-4,GO:0042113,B cell activation,16/605,151/21273,0.105960264900662,3.72577308302775,5.75099878866431,6.62304198553652e-6,7.435141870534e-4,CR2/BLNK/PAX5/MS4A1/FCRL3/CD19/FLT3/CD79B/IL4I1/POU2AF1/CD40LG/CD79A/ADA/SLAMF8/PIK3R1/BCL2,16,4,3.090471169997856,141,B cell differentiation,0.8208515625,0.5074705882352941,0.921
GO:0006959,humoral immune response,0.00119203070835315,GO:0042113,B cell activation,29/605,417/21273,0.0695443645083933,2.4453177953505,5.09974535875623,9.98614790948406e-6,0.00109156065514748,CCL2/CXCL13/CXCL10/CR2/DEFB1/BLNK/MS4A1/CCR6/CXCL9/C2/CCL8/CD28/CXCL11/CCL7/SERPING1/CD83/CCL13/JCHAIN/C1QB/POU2AF1/VSIG4/MEF2C/FCER2/CXCL12/C1QC/C1QA/BCL2/CCL28/CD5L,29,4,2.923712556427547,309,humoral immune response,0.799515625,0.5195294117647059,0.471
GO:1990868,response to chemokine,0.00124406912163221,GO:0034340,response to type I interferon,13/605,107/21273,0.121495327102804,4.27201668340156,5.80524596651007,1.09706271748872e-5,0.00113921302189749,CCL2/CXCL10/CCR6/CXCL9/CCL8/CXCL11/CCL7/CXCR5/CCL13/CCR1/CCRL2/CXCL12/JAK2,13,3,2.905155489171335,92,response to chemokine,0.8475078125,0.38761111111111113,0.624
GO:1990869,cellular response to chemokine,0.00124406912163221,GO:0034340,response to type I interferon,13/605,107/21273,0.121495327102804,4.27201668340156,5.80524596651007,1.09706271748872e-5,0.00113921302189749,CCL2/CXCL10/CCR6/CXCL9/CCL8/CXCL11/CCL7/CXCR5/CCL13/CCR1/CCRL2/CXCL12/JAK2,13,3,2.905155489171335,92,cellular response to chemokine,0.846328125,0.37922222222222224,0.624
GO:0030098,lymphocyte differentiation,0.00139973205909338,GO:0042113,B cell activation,32/605,490/21273,0.0653061224489796,2.29629279811098,4.96683408099178,1.26518991231985e-5,0.00128175594198053,RSAD2/AXL/CR2/HLA-DOA/BLNK/PAX5/MS4A1/CCR6/FCRL3/CD19/FLT3/CD28/CD79B/CD83/IL4I1/POU2AF1/MR1/CD40LG/LAG3/CD79A/ADA/CD8A/CLEC4E/IL7R/IL2RA/IRF4/TNFRSF9/SLAMF8/CTSL/PIK3R1/BCL2/BTN2A2,32,4,2.853955090317479,432,lymphocyte differentiation,0.8111796875,0.49517647058823533,0.787
GO:0002832,negative regulation of response to biotic stimulus,0.00151110368372152,GO:0002832,negative regulation of response to biotic stimulus,20/605,235/21273,0.0851063829787234,2.9925092315808,5.25490260317256,1.39917007751993e-5,0.00138374063305605,USP18/OAS3/OAS1/ISG15/DHX58/PARP14/IFI16/NMI/TRIM38/SERPING1/STAT2/IL4I1/SAMHD1/PARP1/VSIG4/ADAR/AHR/SLAMF8/TRIM21/TRAFD1,20,8,2.8207057357117673,135,negative regulation of response to biotic stimulus,0.7566640625,0.46975,0
GO:0045824,negative regulation of innate immune response,0.00195366162702693,GO:0002832,negative regulation of response to biotic stimulus,17/605,182/21273,0.0934065934065934,3.284361093452,5.29522582291091,1.85201609264016e-5,0.00178899767480002,USP18/OAS3/OAS1/ISG15/DHX58/PARP14/IFI16/NMI/SERPING1/STAT2/SAMHD1/PARP1/VSIG4/ADAR/SLAMF8/TRIM21/TRAFD1,17,8,2.7091506536369097,100,negative regulation of innate immune response,0.6764765625,0.29600000000000004,0.976
GO:0039530,MDA-5 signaling pathway,0.00200651318244264,GO:0030522,intracellular receptor signaling pathway,5/605,13/21273,0.384615384615385,13.5238397965671,7.72787649451515,1.94874693407803e-5,0.00183739464817568,DDX60/OAS3/IFIH1/DHX58/IRF7,5,7,2.6975579826815554,11,MDA-5 signaling pathway,0.7044375,0.4355,0.746
GO:0001960,negative regulation of cytokine-mediated signaling pathway,0.00200651318244264,GO:0034340,response to type I interferon,13/605,113/21273,0.115044247787611,4.04518393915015,5.55299834058165,1.99058847464547e-5,0.00183739464817568,USP18/OAS3/OAS1/ISG15/STAP1/PARP14/STAT2/IL1R2/USP25/SAMHD1/ADAR/CISH/BIRC7,13,3,2.6975579826815554,104,negative regulation of cytokine-mediated signaling pathway,0.7403515625,0.3085,0.627
GO:0060761,negative regulation of response to cytokine stimulus,0.00312502257478201,GO:0034340,response to type I interferon,13/605,118/21273,0.110169491525424,3.87377784003362,5.35575008603581,3.16911460405583e-5,0.00286163071569893,USP18/OAS3/OAS1/ISG15/STAP1/PARP14/STAT2/IL1R2/USP25/SAMHD1/ADAR/CISH/BIRC7,13,3,2.5051468410181954,109,negative regulation of response to cytokine stimulus,0.7601875,0.3238888888888889,0.63
GO:0010332,response to gamma radiation,0.0033994630250742,GO:0010332,response to gamma radiation,9/605,58/21273,0.155172413793103,5.45616984895982,5.81415810749695,3.52237130023121e-5,0.00311294001135775,CXCL10/BRCA2/PML/CCL7/YAP1/PARP1/POLB/TIGAR/BCL2,9,9,2.4685896781532244,55,response to gamma radiation,0.9225,0.5389999999999999,0
GO:0097193,intrinsic apoptotic signaling pathway,0.00348385449328176,GO:0097193,intrinsic apoptotic signaling pathway,26/605,380/21273,0.068421052631579,2.40581992170509,4.73100832852235,3.75442594023143e-5,0.00319021856272389,IFI27/IFI6/CUL1/IFI16/BRCA2/PML/DDIT3/AEN/PARP1/SERINC3/SEPTIN4/PLAGL2/DAPK2/BRCA1/FNIP2/MAEL/SHISA5/POLB/DAB2IP/CXCL12/ITPR1/JAK2/PIK3R1/BCL2/ELL3/HIP1R,26,10,2.457939992035341,330,intrinsic apoptotic signaling pathway,0.8282578125,0.4391666666666667,0
GO:0070661,leukocyte proliferation,0.00348385449328176,GO:0042100,B cell proliferation,29/605,448/21273,0.0647321428571429,2.27611053719008,4.6705434834684,3.76342306373029e-5,0.00319021856272389,EPHB2/CR2/CD22/MS4A1/CD40/FCRL3/CD19/CCL8/FLT3/CD28/IRS2/BST2/TNFRSF13C/IL4I1/CD40LG/CD79A/VSIG4/ADA/MEF2C/IL7R/IL2RA/MAPK1/AHR/TNFRSF9/NPR3/JAK2/PAWR/BCL2/BTN2A2,29,5,2.457939992035341,344,leukocyte proliferation,0.951015625,0.2151428571428572,0.878
GO:0007204,positive regulation of cytosolic calcium ion concentration,0.00356071756297616,GO:0007204,positive regulation of cytosolic calcium ion concentration,16/605,174/21273,0.0919540229885057,3.23328583642063,5.06081687552677,3.92495322197548e-5,0.00326060324503479,CXCL13/CCR6/CYSLTR1/PML/CXCR5/P2RX5/ASPH/SWAP70/CCR1/CCRL2/NPTN/SAA1/JAK2/ABL2/BCL2/CCL28,16,11,2.448462473308491,170,positive regulation of cytosolic calcium ion concentration,0.9596953125,1,0
GO:0032608,interferon-beta production,0.0039168801282069,GO:0032606,type I interferon production,10/605,74/21273,0.135135135135135,4.75161938798303,5.53107525008684,4.49025058789151e-5,0.0035867467246599,OAS2/OAS3/IFIH1/OAS1/ISG15/RIGI/NMI/IRF7/TRIM38/TLR7,10,6,2.407059719352028,60,interferon-beta production,0.912125,0.21209999999999996,0.93
GO:0032648,regulation of interferon-beta production,0.0039168801282069,GO:0032606,type I interferon production,10/605,74/21273,0.135135135135135,4.75161938798303,5.53107525008684,4.49025058789151e-5,0.0035867467246599,OAS2/OAS3/IFIH1/OAS1/ISG15/RIGI/NMI/IRF7/TRIM38/TLR7,10,6,2.407059719352028,60,regulation of interferon-beta production,0.8679609375,0.21199999999999997,0.93
GO:0050777,negative regulation of immune response,0.00463937313639787,GO:0002832,negative regulation of response to biotic stimulus,23/605,322/21273,0.0714285714285714,2.51157024793388,4.67612934594247,5.42078430840139e-5,0.0042483445642407,USP18/OAS3/OAS1/ISG15/DHX58/PARP14/IFI16/CR2/NMI/SERPING1/STAT2/IL4I1/SAMHD1/PARP1/VSIG4/ADAR/IL7R/PLCG1/AHR/CD160/SLAMF8/TRIM21/TRAFD1,23,8,2.33354069655611,214,negative regulation of immune response,0.7204453125,0.474,0.566
