pathway,symbol,gene,rho,p_val,padj
HALLMARK_HYPOXIA,LARGE1,ENSG00000133424,0.03851588368459573,0.3821375230095463,0.4733097837012869
HALLMARK_ANDROGEN_RESPONSE,PMEPA1,ENSG00000124225,-0.038515117011742185,0.38214700435026083,0.4733097837012869
HALLMARK_COAGULATION,LEFTY2,ENSG00000143768,0.037941339029641516,0.3892831266241219,0.4809892477999968
HALLMARK_G2M_CHECKPOINT,MCM6,ENSG00000076003,0.03776719344929522,0.3914648797102307,0.48252505556608777
HALLMARK_GLYCOLYSIS,ENO2,ENSG00000111674,-0.03740703578037429,0.39600047052087206,0.4869479470041346
HALLMARK_SPERMATOGENESIS,STAM2,ENSG00000115145,0.03715061758643316,0.3992488358304245,0.48977064825021044
HALLMARK_MTORC1_SIGNALING,GGA2,ENSG00000103365,-0.0364619694227587,0.40805156493837436,0.49937739137696296
HALLMARK_ANDROGEN_RESPONSE,SCD,ENSG00000099194,0.0363719622656927,0.4092105511077926,0.4996062310437183
HALLMARK_HYPOXIA,ISG20,ENSG00000172183,0.036290345223098944,0.41026318754722546,0.49970445118311346
HALLMARK_UV_RESPONSE_DN,CAP2,ENSG00000112186,0.03620852037373353,0.4113201130174985,0.4998074186548327
HALLMARK_MYOGENESIS,GADD45B,ENSG00000099860,-0.036118140135388395,0.4124894187732817,0.5000461350223273
HALLMARK_ADIPOGENESIS,CD302,ENSG00000241399,-0.03521764626439418,0.42424657378573616,0.5127365795903259
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,ENO2,ENSG00000111674,-0.035164017025001985,0.4249528850301144,0.5127365795903259
HALLMARK_SPERMATOGENESIS,AGFG1,ENSG00000173744,-0.0348155858900944,0.4295584678215679,0.5170797481505525
HALLMARK_HEDGEHOG_SIGNALING,NRCAM,ENSG00000091129,0.03459817375042037,0.4324468253280769,0.5193403463052138
HALLMARK_ESTROGEN_RESPONSE_LATE,CISH,ENSG00000114737,-0.034162223501910026,0.43827215782411066,0.5251092986517317
HALLMARK_ESTROGEN_RESPONSE_LATE,TSPAN13,ENSG00000106537,0.033866662379058374,0.4422470137559986,0.5286394536525193
HALLMARK_GLYCOLYSIS,AGRN,ENSG00000188157,-0.03288968681400206,0.45553124396335587,0.5432553582300811
HALLMARK_ALLOGRAFT_REJECTION,CD40LG,ENSG00000102245,-0.03278515124829897,0.45696578714649405,0.5437046634104119
HALLMARK_IL2_STAT5_SIGNALING,GADD45B,ENSG00000099860,0.03266263076090391,0.45865035408131194,0.5444486882166151
HALLMARK_ALLOGRAFT_REJECTION,TAP1,ENSG00000168394,0.032404250158915154,0.4622142514172557,0.5474150350886393
HALLMARK_ESTROGEN_RESPONSE_EARLY,FKBP5,ENSG00000096060,-0.03228793794619812,0.46382358572082927,0.5480582139321983
HALLMARK_HYPOXIA,IDS,ENSG00000010404,0.03190225540236866,0.4691822185663781,0.5531184870255007
HALLMARK_PEROXISOME,ABCB4,ENSG00000005471,-0.030790968190113583,0.4848115461058806,0.5702360061748801
HALLMARK_ESTROGEN_RESPONSE_LATE,NMU,ENSG00000109255,-0.030138918959665754,0.4941113675252268,0.5798475865478689
HALLMARK_BILE_ACID_METABOLISM,TFCP2L1,ENSG00000115112,-0.02987566833143636,0.497892754288197,0.5829541587793469
HALLMARK_ADIPOGENESIS,ATP1B3,ENSG00000069849,0.02915218834456961,0.5083635574160366,0.5938610647996427
HALLMARK_IL2_STAT5_SIGNALING,CD83,ENSG00000112149,0.028848988423350597,0.5127857102091871,0.597668605549937
HALLMARK_ANDROGEN_RESPONSE,CENPN,ENSG00000166451,-0.028632030177977184,0.5159622574571472,0.6000104079931531
HALLMARK_GLYCOLYSIS,ISG20,ENSG00000172183,-0.028546308292445276,0.5172201350751451,0.6001154614641638
HALLMARK_ESTROGEN_RESPONSE_LATE,ISG20,ENSG00000172183,-0.028466778859398887,0.51838855920137,0.6001164852015859
HALLMARK_PANCREAS_BETA_CELLS,FOXO1,ENSG00000150907,-0.028313434198506723,0.5206452901304028,0.6013745598360158
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,NT5E,ENSG00000135318,0.02801184463576508,0.5250983772818213,0.6051582195579734
HALLMARK_APOPTOSIS,CASP8,ENSG00000064012,0.02791414803236999,0.5265450623324435,0.605467924024331
HALLMARK_ESTROGEN_RESPONSE_EARLY,NRIP1,ENSG00000180530,-0.0269618112779317,0.540752722561332,0.6204171861529568
HALLMARK_MTORC1_SIGNALING,PSMC2,ENSG00000161057,0.026842641063508723,0.5425439482729058,0.6210859452389167
HALLMARK_P53_PATHWAY,TAP1,ENSG00000168394,0.0258600833350146,0.5574240246051219,0.636702108104517
HALLMARK_IL2_STAT5_SIGNALING,TNFRSF9,ENSG00000049249,-0.025477118524501935,0.5632769098200385,0.641960824052106
HALLMARK_ALLOGRAFT_REJECTION,HLA-DOA,ENSG00000204252,0.02430948076218568,0.5813021531980018,0.6610382892561348
HALLMARK_GLYCOLYSIS,LDHA,ENSG00000134333,0.02383034724642315,0.5887757630119401,0.6675573636012366
HALLMARK_KRAS_SIGNALING_UP,TSPAN13,ENSG00000106537,0.023775609521725704,0.5896323795232713,0.6675573636012366
HALLMARK_SPERMATOGENESIS,SEPTIN4,ENSG00000108387,0.023340089919113835,0.596468349532081,0.6738125970538235
HALLMARK_MYC_TARGETS_V1,LDHA,ENSG00000134333,-0.022796477240666465,0.6050510798539708,0.6820093312389057
HALLMARK_MYC_TARGETS_V1,PSMD14,ENSG00000115233,-0.02138360469074489,0.6276116724322633,0.7049404356929224
HALLMARK_UV_RESPONSE_UP,NUP58,ENSG00000139496,0.021242692090368675,0.629881375978885,0.7049404356929224
HALLMARK_ALLOGRAFT_REJECTION,CD79A,ENSG00000105369,0.021224439870337054,0.6301756232865615,0.7049404356929224
HALLMARK_IL6_JAK_STAT3_SIGNALING,STAM2,ENSG00000115145,0.021179122859147397,0.6309064398254796,0.7049404356929224
HALLMARK_PEROXISOME,IDH2,ENSG00000182054,-0.021095743127752493,0.6322520250086328,0.7049404356929224
HALLMARK_IL2_STAT5_SIGNALING,CISH,ENSG00000114737,0.020784150729125647,0.637291241196755,0.7090209912881645
HALLMARK_E2F_TARGETS,PCNA,ENSG00000132646,0.019619730615585057,0.6562696733502265,0.7273503851258933
HALLMARK_KRAS_SIGNALING_DN,TFCP2L1,ENSG00000115112,-0.019599802238075344,0.6565964566117013,0.7273503851258933
HALLMARK_HYPOXIA,LDHA,ENSG00000134333,0.019104927695939494,0.6647322282199186,0.7347792802258886
HALLMARK_IL2_STAT5_SIGNALING,IL2RA,ENSG00000134460,0.018579853735703145,0.6734077273638626,0.7427716134442605
HALLMARK_HYPOXIA,ENO2,ENSG00000111674,0.01844247219733059,0.6756848323528779,0.7436873743669792
HALLMARK_ALLOGRAFT_REJECTION,BRCA1,ENSG00000012048,0.01815229456775916,0.6805042545291113,0.7473914248460753
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,IFIT1,ENSG00000185745,0.017849415237922245,0.6855485442609361,0.7513261231345868
HALLMARK_PI3K_AKT_MTOR_SIGNALING,MAP2K6,ENSG00000108984,0.017279452864882767,0.695078794946926,0.7599775708838896
HALLMARK_MYC_TARGETS_V1,PCNA,ENSG00000132646,-0.01714684998781999,0.6973029999047273,0.7599775708838896
HALLMARK_UV_RESPONSE_UP,TAP1,ENSG00000168394,0.017112580700378254,0.6978782362980465,0.7599775708838896
HALLMARK_OXIDATIVE_PHOSPHORYLATION,LDHA,ENSG00000134333,0.016877010641280714,0.7018371311571617,0.7626729078536599
HALLMARK_FATTY_ACID_METABOLISM,CBR1,ENSG00000159228,0.01671223256058986,0.704611136003655,0.7640719913626133
HALLMARK_COAGULATION,PROZ,ENSG00000126231,0.016257398907121183,0.7122884227700812,0.7707710511659405
HALLMARK_COAGULATION,SERPING1,ENSG00000149131,0.016148765957416586,0.7141264183308196,0.7711365105505068
HALLMARK_UV_RESPONSE_UP,ATP6V1C1,ENSG00000155097,-0.015685294146887113,0.7219865233442946,0.777989670857374
HALLMARK_P53_PATHWAY,TRAFD1,ENSG00000135148,0.015231670221140726,0.7297080666519555,0.784665159537877
HALLMARK_COAGULATION,C2,ENSG00000166278,0.014673073584917588,0.7392540465217129,0.7922298505700741
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,CAP2,ENSG00000112186,-0.014639707048714224,0.7398255413883961,0.7922298505700741
HALLMARK_MITOTIC_SPINDLE,WASF1,ENSG00000112290,0.014479175257700493,0.7425770929057438,0.7933536334896726
HALLMARK_MITOTIC_SPINDLE,SORBS2,ENSG00000154556,-0.01439845101623412,0.7439619675914828,0.7933536334896726
HALLMARK_ESTROGEN_RESPONSE_EARLY,TGIF2,ENSG00000118707,-0.013763729633804204,0.7548794637734058,0.8033292844296699
HALLMARK_APICAL_JUNCTION,PLCG1,ENSG00000124181,0.013111712027765095,0.7661455129907522,0.8136338712339806
HALLMARK_E2F_TARGETS,MCM6,ENSG00000076003,0.012613584799538242,0.7747860194281619,0.8211134308991243
HALLMARK_OXIDATIVE_PHOSPHORYLATION,IDH2,ENSG00000182054,0.012340540995107393,0.7795341352436591,0.8244455669037876
HALLMARK_MYOGENESIS,DAPK2,ENSG00000035664,-0.01209150413525402,0.7838719487177461,0.8273309684618512
HALLMARK_DNA_REPAIR,POLB,ENSG00000070501,0.010973551726311133,0.803425638438048,0.8462311027810588
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,IGFBP4,ENSG00000141753,-0.010870656982299394,0.8052317160273664,0.8463989816729373
HALLMARK_APICAL_JUNCTION,NEXN,ENSG00000162614,0.010261381355636381,0.8159470650291204,0.8559118192346282
HALLMARK_HEME_METABOLISM,BLVRA,ENSG00000106605,-0.009600260631462552,0.8276130971851108,0.8663811241408288
HALLMARK_UV_RESPONSE_UP,DDX21,ENSG00000165732,0.009230020195586764,0.8341630823786226,0.871463057606935
HALLMARK_APOPTOSIS,ENO2,ENSG00000111674,0.008918276890103173,0.8396871163138843,0.8754547216741105
HALLMARK_MYOGENESIS,MEF2C,ENSG00000081189,-0.007660521961284323,0.8620516542932297,0.893578155003175
HALLMARK_MITOTIC_SPINDLE,TUBA4A,ENSG00000127824,-0.007602246673803885,0.8630906877795177,0.893578155003175
HALLMARK_ALLOGRAFT_REJECTION,JAK2,ENSG00000096968,0.007552071038557056,0.8639854958246478,0.893578155003175
HALLMARK_KRAS_SIGNALING_DN,TCL1A,ENSG00000100721,-0.007549911399938946,0.8640240136898405,0.893578155003175
HALLMARK_ESTROGEN_RESPONSE_EARLY,CISH,ENSG00000114737,0.006960052615318338,0.8745560967978744,0.9026542846468021
HALLMARK_PI3K_AKT_MTOR_SIGNALING,MAPK1,ENSG00000100030,-0.006832505233641882,0.8768364717274042,0.903194281498769
HALLMARK_P53_PATHWAY,ADA,ENSG00000196839,0.0062129359326365315,0.8879277012682607,0.9109769071513727
HALLMARK_ALLOGRAFT_REJECTION,IRF4,ENSG00000137265,0.006212437382841313,0.8879366351806182,0.9109769071513727
HALLMARK_IL2_STAT5_SIGNALING,IRF4,ENSG00000137265,0.00595797414317563,0.8924983933239398,0.9138330162719224
HALLMARK_ANDROGEN_RESPONSE,ACSL3,ENSG00000123983,-0.005383683649088981,0.9028065043847342,0.9225497877808218
HALLMARK_HYPOXIA,MT2A,ENSG00000125148,0.004912506586374573,0.9112760983869616,0.9293569733549567
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,COL16A1,ENSG00000084636,-0.004288614223673955,0.9225061356819264,0.9389468390901192
HALLMARK_NOTCH_SIGNALING,SAP30,ENSG00000164105,0.0038848545935151373,0.9297821534950598,0.9426661738394072
HALLMARK_TGF_BETA_SIGNALING,PMEPA1,ENSG00000124225,0.003882294486355341,0.9298283076587148,0.9426661738394072
HALLMARK_MYC_TARGETS_V1,KPNA2,ENSG00000182481,0.003080907545062354,0.944286662648986,0.9554396547275172
HALLMARK_UV_RESPONSE_UP,PTPRD,ENSG00000153707,-0.00243305692569134,0.9559885827364389,0.9653794332544787
HALLMARK_COMPLEMENT,TFPI2,ENSG00000105825,0.0012941337008056373,0.9765819992428676,0.984241465903596
HALLMARK_APOPTOSIS,BIRC3,ENSG00000023445,-9.76862967621541e-4,0.982322083958533,0.988089141202908
HALLMARK_MTORC1_SIGNALING,LDHA,ENSG00000134333,7.224365082733268e-4,0.9869258591618246,0.9889283242981771
HALLMARK_MYOGENESIS,LARGE1,ENSG00000133424,-7.180995592521344e-4,0.9870043392314491,0.9889283242981771
HALLMARK_MYC_TARGETS_V1,CCT5,ENSG00000150753,9.94123005350892e-6,0.9998200826797361,0.9998200826797361
